SampleID,EnvironmentType,GramPositiveCount,GramNegativeCount,TotalCount,ProportionGramPositive,ProportionGramNegative
S5433,Water,121,146,267,0.45318352059925093,0.5468164794007491
S5434,Water,60,142,202,0.297029702970297,0.7029702970297029
S5435,Water,141,79,220,0.6409090909090909,0.35909090909090907
S5436,Soil,65,114,179,0.36312849162011174,0.6368715083798883
S5437,Soil,128,100,228,0.5614035087719298,0.43859649122807015
S5438,Air,64,121,185,0.34594594594594597,0.654054054054054
S5439,Plant,62,108,170,0.36470588235294116,0.6352941176470588
S5440,Plant,103,104,207,0.4975845410628019,0.5024154589371981
S5441,Soil,141,61,202,0.698019801980198,0.30198019801980197
S5442,Water,102,124,226,0.45132743362831856,0.5486725663716814
S5443,Plant,86,129,215,0.4,0.6
S5444,Air,66,164,230,0.28695652173913044,0.7130434782608696
S5445,Water,134,92,226,0.5929203539823009,0.40707964601769914
S5446,Water,115,73,188,0.6117021276595744,0.3882978723404255
S5447,Plant,84,114,198,0.42424242424242425,0.5757575757575758
S5448,Water,95,125,220,0.4318181818181818,0.5681818181818182
S5449,Plant,136,106,242,0.5619834710743802,0.4380165289256198
S5450,Plant,143,107,250,0.572,0.428
S5451,Water,116,129,245,0.47346938775510206,0.5265306122448979
S5452,Plant,98,129,227,0.43171806167400884,0.5682819383259912
S5453,Air,82,87,169,0.48520710059171596,0.514792899408284
S5454,Air,81,15,96,0.84375,0.15625
S5455,Plant,150,93,243,0.6172839506172839,0.38271604938271603
S5456,Plant,105,68,173,0.6069364161849711,0.3930635838150289
S5457,Plant,110,84,194,0.5670103092783505,0.4329896907216495
S5458,Plant,152,141,293,0.5187713310580204,0.4812286689419795
S5459,Plant,41,135,176,0.23295454545454544,0.7670454545454546
S5460,Soil,158,38,196,0.8061224489795918,0.19387755102040816
S5461,Air,72,109,181,0.39779005524861877,0.6022099447513812
S5462,Plant,58,138,196,0.29591836734693877,0.7040816326530612
S5463,Plant,63,139,202,0.3118811881188119,0.6881188118811881
S5464,Soil,55,140,195,0.28205128205128205,0.717948717948718
S5465,Air,125,58,183,0.6830601092896175,0.31693989071038253
S5466,Plant,118,57,175,0.6742857142857143,0.32571428571428573
S5467,Air,131,81,212,0.6179245283018868,0.38207547169811323
S5468,Plant,69,106,175,0.3942857142857143,0.6057142857142858
S5469,Air,117,80,197,0.5939086294416244,0.40609137055837563
S5470,Water,111,95,206,0.5388349514563107,0.46116504854368934
S5471,Soil,94,80,174,0.5402298850574713,0.45977011494252873
S5472,Water,133,118,251,0.5298804780876494,0.4701195219123506
S5473,Water,78,124,202,0.38613861386138615,0.6138613861386139
S5474,Plant,32,88,120,0.26666666666666666,0.7333333333333333
S5475,Plant,132,101,233,0.5665236051502146,0.4334763948497854
S5476,Air,123,96,219,0.5616438356164384,0.4383561643835616
S5477,Plant,85,151,236,0.3601694915254237,0.6398305084745762
S5478,Air,100,95,195,0.5128205128205128,0.48717948717948717
S5479,Plant,98,41,139,0.7050359712230215,0.2949640287769784
S5480,Soil,89,64,153,0.5816993464052288,0.41830065359477125
S5481,Water,111,38,149,0.7449664429530202,0.2550335570469799
S5482,Water,103,60,163,0.6319018404907976,0.36809815950920244
S5483,Plant,91,120,211,0.4312796208530806,0.5687203791469194
S5484,Plant,97,133,230,0.4217391304347826,0.5782608695652174
S5485,Water,57,97,154,0.37012987012987014,0.6298701298701299
S5486,Plant,79,93,172,0.45930232558139533,0.5406976744186046
S5487,Plant,80,96,176,0.45454545454545453,0.5454545454545454
S5488,Air,97,114,211,0.4597156398104265,0.5402843601895735
S5489,Soil,103,97,200,0.515,0.485
S5490,Air,122,151,273,0.4468864468864469,0.5531135531135531
S5491,Water,94,123,217,0.43317972350230416,0.5668202764976958
S5492,Air,81,69,150,0.54,0.46
S5493,Plant,128,28,156,0.8205128205128205,0.1794871794871795
S5494,Air,120,109,229,0.5240174672489083,0.4759825327510917
S5495,Water,97,104,201,0.48258706467661694,0.5174129353233831
S5496,Soil,72,110,182,0.3956043956043956,0.6043956043956044
S5497,Water,140,122,262,0.5343511450381679,0.46564885496183206
S5498,Plant,82,116,198,0.41414141414141414,0.5858585858585859
S5499,Air,113,81,194,0.5824742268041238,0.4175257731958763
S5500,Plant,74,98,172,0.43023255813953487,0.5697674418604651
S5501,Air,118,95,213,0.5539906103286385,0.4460093896713615
S5502,Plant,90,67,157,0.5732484076433121,0.4267515923566879
S5503,Soil,118,118,236,0.5,0.5
S5504,Soil,88,85,173,0.5086705202312138,0.4913294797687861
S5505,Soil,151,39,190,0.7947368421052632,0.20526315789473684
S5506,Plant,99,115,214,0.46261682242990654,0.5373831775700935
S5507,Plant,106,87,193,0.5492227979274611,0.45077720207253885
S5508,Soil,118,32,150,0.7866666666666666,0.21333333333333335
S5509,Plant,149,108,257,0.5797665369649806,0.42023346303501946
S5510,Soil,93,100,193,0.48186528497409326,0.5181347150259067
S5511,Soil,74,73,147,0.5034013605442177,0.4965986394557823
S5512,Air,99,63,162,0.6111111111111112,0.3888888888888889
S5513,Soil,51,101,152,0.3355263157894737,0.6644736842105263
S5514,Water,58,111,169,0.3431952662721893,0.6568047337278107
S5515,Soil,158,89,247,0.6396761133603239,0.3603238866396761
S5516,Plant,104,126,230,0.45217391304347826,0.5478260869565217
S5517,Plant,101,90,191,0.5287958115183246,0.4712041884816754
S5518,Water,78,101,179,0.43575418994413406,0.5642458100558659
S5519,Plant,49,115,164,0.29878048780487804,0.7012195121951219
S5520,Water,135,114,249,0.5421686746987951,0.4578313253012048
S5521,Plant,106,86,192,0.5520833333333334,0.4479166666666667
S5522,Soil,68,76,144,0.4722222222222222,0.5277777777777778
S5523,Soil,84,98,182,0.46153846153846156,0.5384615384615384
S5524,Plant,79,143,222,0.35585585585585583,0.6441441441441441
S5525,Air,112,72,184,0.6086956521739131,0.391304347826087
S5526,Soil,142,150,292,0.4863013698630137,0.5136986301369864
S5527,Plant,60,125,185,0.32432432432432434,0.6756756756756757
S5528,Water,109,85,194,0.5618556701030928,0.4381443298969072
S5529,Soil,87,100,187,0.46524064171123,0.5347593582887701
S5530,Air,66,66,132,0.5,0.5
S5531,Plant,73,25,98,0.7448979591836735,0.25510204081632654
S5532,Air,151,102,253,0.5968379446640316,0.4031620553359684
S5533,Air,52,104,156,0.3333333333333333,0.6666666666666666
S5534,Water,94,63,157,0.5987261146496815,0.4012738853503185
S5535,Air,97,99,196,0.49489795918367346,0.5051020408163265
S5536,Soil,84,108,192,0.4375,0.5625
S5537,Soil,124,116,240,0.5166666666666667,0.48333333333333334
S5538,Plant,119,50,169,0.7041420118343196,0.2958579881656805
S5539,Plant,132,71,203,0.6502463054187192,0.3497536945812808
S5540,Soil,150,114,264,0.5681818181818182,0.4318181818181818
S5541,Plant,134,110,244,0.5491803278688525,0.45081967213114754
S5542,Plant,114,100,214,0.5327102803738317,0.4672897196261682
S5543,Soil,48,137,185,0.2594594594594595,0.7405405405405405
S5544,Soil,84,116,200,0.42,0.58
S5545,Air,117,101,218,0.536697247706422,0.463302752293578
S5546,Plant,116,96,212,0.5471698113207547,0.4528301886792453
S5547,Water,64,99,163,0.39263803680981596,0.6073619631901841
S5548,Water,85,93,178,0.47752808988764045,0.5224719101123596
S5549,Air,122,77,199,0.6130653266331658,0.3869346733668342
S5550,Soil,91,77,168,0.5416666666666666,0.4583333333333333
S5551,Plant,109,108,217,0.5023041474654378,0.4976958525345622
S5552,Soil,109,72,181,0.6022099447513812,0.39779005524861877
S5553,Water,96,145,241,0.3983402489626556,0.6016597510373444
S5554,Soil,122,72,194,0.6288659793814433,0.3711340206185567
S5555,Plant,85,82,167,0.5089820359281437,0.49101796407185627
S5556,Air,98,74,172,0.5697674418604651,0.43023255813953487
S5557,Water,96,51,147,0.6530612244897959,0.3469387755102041
S5558,Air,62,79,141,0.4397163120567376,0.5602836879432624
S5559,Plant,46,115,161,0.2857142857142857,0.7142857142857143
S5560,Plant,85,141,226,0.37610619469026546,0.6238938053097345
S5561,Plant,39,77,116,0.33620689655172414,0.6637931034482759
S5562,Plant,146,76,222,0.6576576576576577,0.34234234234234234
S5563,Water,124,56,180,0.6888888888888889,0.3111111111111111
S5564,Water,106,87,193,0.5492227979274611,0.45077720207253885
S5565,Plant,108,56,164,0.6585365853658537,0.34146341463414637
S5566,Air,57,80,137,0.41605839416058393,0.583941605839416
S5567,Air,175,75,250,0.7,0.3
S5568,Soil,130,60,190,0.6842105263157895,0.3157894736842105
S5569,Soil,98,108,206,0.47572815533980584,0.5242718446601942
S5570,Soil,116,140,256,0.453125,0.546875
S5571,Plant,62,97,159,0.389937106918239,0.610062893081761
S5572,Air,87,114,201,0.43283582089552236,0.5671641791044776
S5573,Water,106,127,233,0.45493562231759654,0.5450643776824035
S5574,Water,62,93,155,0.4,0.6
S5575,Soil,65,75,140,0.4642857142857143,0.5357142857142857
S5576,Water,74,125,199,0.37185929648241206,0.628140703517588
S5577,Water,89,103,192,0.4635416666666667,0.5364583333333334
S5578,Soil,140,80,220,0.6363636363636364,0.36363636363636365
S5579,Air,112,120,232,0.4827586206896552,0.5172413793103449
S5580,Water,112,81,193,0.5803108808290155,0.41968911917098445
S5581,Air,52,69,121,0.4297520661157025,0.5702479338842975
S5582,Air,85,92,177,0.480225988700565,0.519774011299435
S5583,Water,59,87,146,0.4041095890410959,0.5958904109589042
S5584,Plant,108,142,250,0.432,0.568
S5585,Plant,86,94,180,0.4777777777777778,0.5222222222222223
S5586,Water,137,62,199,0.6884422110552764,0.31155778894472363
S5587,Air,96,125,221,0.4343891402714932,0.5656108597285068
S5588,Soil,76,82,158,0.4810126582278481,0.5189873417721519
S5589,Air,135,102,237,0.569620253164557,0.43037974683544306
S5590,Water,99,150,249,0.39759036144578314,0.6024096385542169
S5591,Air,66,142,208,0.3173076923076923,0.6826923076923077
S5592,Air,50,47,97,0.5154639175257731,0.4845360824742268
S5593,Water,96,96,192,0.5,0.5
S5594,Soil,113,50,163,0.6932515337423313,0.3067484662576687
S5595,Plant,104,130,234,0.4444444444444444,0.5555555555555556
S5596,Air,80,71,151,0.5298013245033113,0.47019867549668876
S5597,Water,100,127,227,0.44052863436123346,0.5594713656387665
S5598,Plant,71,91,162,0.4382716049382716,0.5617283950617284
S5599,Plant,73,58,131,0.5572519083969466,0.44274809160305345
S5600,Plant,43,133,176,0.24431818181818182,0.7556818181818182
S5601,Air,91,47,138,0.6594202898550725,0.34057971014492755
S5602,Soil,119,74,193,0.616580310880829,0.38341968911917096
S5603,Air,95,75,170,0.5588235294117647,0.4411764705882353
S5604,Water,97,99,196,0.49489795918367346,0.5051020408163265
S5605,Soil,150,80,230,0.6521739130434783,0.34782608695652173
S5606,Water,154,71,225,0.6844444444444444,0.31555555555555553
S5607,Soil,82,94,176,0.4659090909090909,0.5340909090909091
S5608,Plant,105,109,214,0.49065420560747663,0.5093457943925234
S5609,Air,166,92,258,0.6434108527131783,0.35658914728682173
S5610,Air,63,83,146,0.4315068493150685,0.5684931506849316
S5611,Air,51,43,94,0.5425531914893617,0.4574468085106383
S5612,Air,78,12,90,0.8666666666666667,0.13333333333333333
S5613,Plant,86,84,170,0.5058823529411764,0.49411764705882355
S5614,Soil,144,87,231,0.6233766233766234,0.37662337662337664
S5615,Air,72,86,158,0.45569620253164556,0.5443037974683544
S5616,Plant,67,74,141,0.475177304964539,0.524822695035461
S5617,Air,194,150,344,0.563953488372093,0.436046511627907
S5618,Soil,85,88,173,0.4913294797687861,0.5086705202312138
S5619,Water,111,143,254,0.43700787401574803,0.562992125984252
S5620,Soil,110,58,168,0.6547619047619048,0.34523809523809523
S5621,Air,126,150,276,0.45652173913043476,0.5434782608695652
S5622,Water,104,112,216,0.48148148148148145,0.5185185185185185
S5623,Soil,73,150,223,0.3273542600896861,0.672645739910314
S5624,Soil,105,147,252,0.4166666666666667,0.5833333333333334
S5625,Plant,116,89,205,0.5658536585365853,0.43414634146341463
S5626,Air,97,63,160,0.60625,0.39375
S5627,Plant,94,93,187,0.5026737967914439,0.49732620320855614
S5628,Water,134,108,242,0.5537190082644629,0.4462809917355372
S5629,Soil,68,45,113,0.6017699115044248,0.39823008849557523
S5630,Plant,123,90,213,0.5774647887323944,0.4225352112676056
S5631,Soil,109,136,245,0.4448979591836735,0.5551020408163265
S5632,Soil,122,129,251,0.4860557768924303,0.5139442231075697
S5633,Soil,88,101,189,0.4656084656084656,0.5343915343915344
S5634,Water,123,85,208,0.5913461538461539,0.40865384615384615
S5635,Soil,111,112,223,0.4977578475336323,0.5022421524663677
S5636,Air,84,87,171,0.49122807017543857,0.5087719298245614
S5637,Plant,53,90,143,0.3706293706293706,0.6293706293706294
S5638,Water,35,110,145,0.2413793103448276,0.7586206896551724
S5639,Soil,96,50,146,0.6575342465753424,0.3424657534246575
S5640,Air,75,81,156,0.4807692307692308,0.5192307692307693
S5641,Air,86,154,240,0.35833333333333334,0.6416666666666667
S5642,Plant,77,111,188,0.4095744680851064,0.5904255319148937
S5643,Air,95,147,242,0.3925619834710744,0.6074380165289256
S5644,Soil,97,165,262,0.3702290076335878,0.6297709923664122
S5645,Air,128,84,212,0.6037735849056604,0.39622641509433965
S5646,Air,73,124,197,0.37055837563451777,0.6294416243654822
S5647,Water,114,128,242,0.47107438016528924,0.5289256198347108
S5648,Water,66,104,170,0.38823529411764707,0.611764705882353
S5649,Air,19,94,113,0.168141592920354,0.831858407079646
S5650,Plant,113,92,205,0.551219512195122,0.44878048780487806
S5651,Air,69,145,214,0.32242990654205606,0.677570093457944
S5652,Soil,136,118,254,0.5354330708661418,0.4645669291338583
S5653,Water,79,61,140,0.5642857142857143,0.4357142857142857
S5654,Soil,89,87,176,0.5056818181818182,0.4943181818181818
S5655,Plant,55,120,175,0.3142857142857143,0.6857142857142857
S5656,Plant,120,88,208,0.5769230769230769,0.4230769230769231
S5657,Water,119,90,209,0.569377990430622,0.430622009569378
S5658,Air,110,44,154,0.7142857142857143,0.2857142857142857
S5659,Soil,119,103,222,0.536036036036036,0.46396396396396394
S5660,Soil,61,83,144,0.4236111111111111,0.5763888888888888
S5661,Water,106,93,199,0.5326633165829145,0.46733668341708545
S5662,Air,74,46,120,0.6166666666666667,0.38333333333333336
S5663,Soil,138,153,291,0.4742268041237113,0.5257731958762887
S5664,Soil,85,66,151,0.5629139072847682,0.4370860927152318
S5665,Water,121,50,171,0.7076023391812866,0.29239766081871343
S5666,Soil,118,130,248,0.47580645161290325,0.5241935483870968
S5667,Water,60,135,195,0.3076923076923077,0.6923076923076923
S5668,Plant,67,75,142,0.47183098591549294,0.528169014084507
S5669,Plant,100,75,175,0.5714285714285714,0.42857142857142855
S5670,Soil,135,87,222,0.6081081081081081,0.3918918918918919
S5671,Soil,101,108,209,0.48325358851674644,0.5167464114832536
S5672,Plant,128,72,200,0.64,0.36
S5673,Soil,92,73,165,0.5575757575757576,0.44242424242424244
S5674,Air,88,50,138,0.6376811594202898,0.36231884057971014
S5675,Water,127,85,212,0.5990566037735849,0.4009433962264151
S5676,Air,122,82,204,0.5980392156862745,0.4019607843137255
S5677,Air,70,113,183,0.3825136612021858,0.6174863387978142
S5678,Plant,126,109,235,0.5361702127659574,0.46382978723404256
S5679,Soil,127,66,193,0.6580310880829016,0.34196891191709844
S5680,Soil,59,134,193,0.30569948186528495,0.694300518134715
S5681,Plant,119,60,179,0.664804469273743,0.33519553072625696
S5682,Air,98,87,185,0.5297297297297298,0.4702702702702703
S5683,Soil,138,175,313,0.44089456869009586,0.5591054313099042
S5684,Air,167,72,239,0.698744769874477,0.301255230125523
S5685,Soil,138,84,222,0.6216216216216216,0.3783783783783784
S5686,Plant,65,91,156,0.4166666666666667,0.5833333333333334
S5687,Air,30,56,86,0.3488372093023256,0.6511627906976745
S5688,Plant,79,121,200,0.395,0.605
S5689,Water,148,84,232,0.6379310344827587,0.3620689655172414
S5690,Water,124,79,203,0.6108374384236454,0.3891625615763547
S5691,Soil,71,59,130,0.5461538461538461,0.45384615384615384
S5692,Air,103,104,207,0.4975845410628019,0.5024154589371981
S5693,Soil,116,106,222,0.5225225225225225,0.4774774774774775
S5694,Soil,87,96,183,0.47540983606557374,0.5245901639344263
S5695,Soil,107,85,192,0.5572916666666666,0.4427083333333333
S5696,Air,51,64,115,0.4434782608695652,0.5565217391304348
S5697,Air,38,88,126,0.30158730158730157,0.6984126984126984
S5698,Air,93,100,193,0.48186528497409326,0.5181347150259067
S5699,Soil,115,57,172,0.6686046511627907,0.3313953488372093
S5700,Soil,73,72,145,0.503448275862069,0.496551724137931
S5701,Soil,81,138,219,0.3698630136986301,0.6301369863013698
S5702,Plant,131,130,261,0.5019157088122606,0.49808429118773945
S5703,Water,71,145,216,0.3287037037037037,0.6712962962962963
S5704,Soil,127,128,255,0.4980392156862745,0.5019607843137255
S5705,Plant,134,97,231,0.5800865800865801,0.4199134199134199
S5706,Soil,93,71,164,0.5670731707317073,0.4329268292682927
S5707,Water,92,9,101,0.9108910891089109,0.0891089108910891
S5708,Soil,58,143,201,0.2885572139303483,0.7114427860696517
S5709,Plant,119,84,203,0.5862068965517241,0.41379310344827586
S5710,Plant,81,120,201,0.40298507462686567,0.5970149253731343
S5711,Soil,82,111,193,0.42487046632124353,0.5751295336787565
S5712,Air,55,90,145,0.3793103448275862,0.6206896551724138
S5713,Water,136,105,241,0.5643153526970954,0.43568464730290457
S5714,Water,115,125,240,0.4791666666666667,0.5208333333333334
S5715,Plant,95,93,188,0.5053191489361702,0.4946808510638298
S5716,Soil,111,84,195,0.5692307692307692,0.4307692307692308
S5717,Soil,80,58,138,0.5797101449275363,0.42028985507246375
S5718,Water,128,137,265,0.4830188679245283,0.5169811320754717
S5719,Plant,94,138,232,0.4051724137931034,0.5948275862068966
S5720,Plant,90,133,223,0.40358744394618834,0.5964125560538116
S5721,Air,77,103,180,0.42777777777777776,0.5722222222222222
S5722,Air,120,73,193,0.6217616580310881,0.37823834196891193
S5723,Air,125,68,193,0.6476683937823834,0.35233160621761656
S5724,Soil,74,114,188,0.39361702127659576,0.6063829787234043
S5725,Water,120,91,211,0.5687203791469194,0.4312796208530806
S5726,Air,101,71,172,0.5872093023255814,0.4127906976744186
S5727,Soil,52,144,196,0.2653061224489796,0.7346938775510204
S5728,Plant,153,109,262,0.583969465648855,0.41603053435114506
S5729,Water,110,118,228,0.4824561403508772,0.5175438596491229
S5730,Water,82,129,211,0.3886255924170616,0.6113744075829384
S5731,Plant,48,107,155,0.3096774193548387,0.6903225806451613
S5732,Soil,82,102,184,0.44565217391304346,0.5543478260869565
S5733,Soil,98,66,164,0.5975609756097561,0.4024390243902439
S5734,Soil,95,94,189,0.5026455026455027,0.4973544973544973
S5735,Soil,116,122,238,0.48739495798319327,0.5126050420168067
S5736,Air,96,59,155,0.6193548387096774,0.38064516129032255
S5737,Air,60,83,143,0.4195804195804196,0.5804195804195804
S5738,Air,94,110,204,0.46078431372549017,0.5392156862745098
S5739,Water,103,46,149,0.6912751677852349,0.3087248322147651
S5740,Soil,130,59,189,0.6878306878306878,0.31216931216931215
S5741,Water,101,111,212,0.47641509433962265,0.5235849056603774
S5742,Air,80,150,230,0.34782608695652173,0.6521739130434783
S5743,Water,99,155,254,0.38976377952755903,0.610236220472441
S5744,Water,62,128,190,0.3263157894736842,0.6736842105263158
S5745,Water,99,156,255,0.38823529411764707,0.611764705882353
S5746,Air,101,91,192,0.5260416666666666,0.4739583333333333
S5747,Water,128,87,215,0.5953488372093023,0.4046511627906977
S5748,Water,154,132,286,0.5384615384615384,0.46153846153846156
S5749,Water,113,110,223,0.5067264573991032,0.49327354260089684
S5750,Water,104,41,145,0.7172413793103448,0.2827586206896552
S5751,Air,104,156,260,0.4,0.6
S5752,Soil,103,129,232,0.44396551724137934,0.5560344827586207
S5753,Soil,83,94,177,0.4689265536723164,0.5310734463276836
S5754,Air,116,138,254,0.4566929133858268,0.5433070866141733
S5755,Plant,96,95,191,0.5026178010471204,0.4973821989528796
S5756,Air,87,95,182,0.47802197802197804,0.521978021978022
S5757,Soil,119,46,165,0.7212121212121212,0.2787878787878788
S5758,Soil,77,141,218,0.3532110091743119,0.6467889908256881
S5759,Air,117,120,237,0.4936708860759494,0.5063291139240507
S5760,Plant,67,68,135,0.4962962962962963,0.5037037037037037
S5761,Water,69,127,196,0.3520408163265306,0.6479591836734694
S5762,Water,74,110,184,0.40217391304347827,0.5978260869565217
S5763,Water,70,74,144,0.4861111111111111,0.5138888888888888
S5764,Air,108,118,226,0.4778761061946903,0.5221238938053098
S5765,Air,129,76,205,0.6292682926829268,0.37073170731707317
S5766,Water,83,120,203,0.4088669950738916,0.5911330049261084
S5767,Water,119,98,217,0.5483870967741935,0.45161290322580644
S5768,Air,7,138,145,0.04827586206896552,0.9517241379310345
S5769,Water,49,97,146,0.3356164383561644,0.6643835616438356
S5770,Plant,90,73,163,0.5521472392638037,0.44785276073619634
S5771,Soil,94,39,133,0.706766917293233,0.2932330827067669
S5772,Water,153,72,225,0.68,0.32
S5773,Water,111,59,170,0.6529411764705882,0.34705882352941175
S5774,Plant,129,61,190,0.6789473684210526,0.32105263157894737
S5775,Soil,116,22,138,0.8405797101449275,0.15942028985507245
S5776,Air,134,92,226,0.5929203539823009,0.40707964601769914
S5777,Water,105,105,210,0.5,0.5
S5778,Water,83,55,138,0.6014492753623188,0.39855072463768115
S5779,Plant,101,105,206,0.49029126213592233,0.5097087378640777
S5780,Plant,94,59,153,0.6143790849673203,0.38562091503267976
S5781,Water,91,155,246,0.3699186991869919,0.6300813008130082
S5782,Soil,100,84,184,0.5434782608695652,0.45652173913043476
S5783,Air,132,91,223,0.5919282511210763,0.4080717488789238
S5784,Soil,149,117,266,0.5601503759398496,0.4398496240601504
S5785,Air,143,88,231,0.6190476190476191,0.38095238095238093
S5786,Water,168,66,234,0.717948717948718,0.28205128205128205
S5787,Water,105,81,186,0.5645161290322581,0.43548387096774194
S5788,Water,107,111,218,0.4908256880733945,0.5091743119266054
S5789,Soil,119,63,182,0.6538461538461539,0.34615384615384615
S5790,Plant,77,95,172,0.4476744186046512,0.5523255813953488
S5791,Air,58,94,152,0.3815789473684211,0.618421052631579
S5792,Air,74,110,184,0.40217391304347827,0.5978260869565217
S5793,Plant,49,41,90,0.5444444444444444,0.45555555555555555
S5794,Air,107,75,182,0.5879120879120879,0.41208791208791207
S5795,Plant,86,108,194,0.44329896907216493,0.5567010309278351
S5796,Water,119,68,187,0.6363636363636364,0.36363636363636365
S5797,Air,136,137,273,0.4981684981684982,0.5018315018315018
S5798,Soil,71,73,144,0.4930555555555556,0.5069444444444444
S5799,Water,111,97,208,0.5336538461538461,0.46634615384615385
S5800,Soil,96,113,209,0.45933014354066987,0.5406698564593302
S5801,Water,90,79,169,0.5325443786982249,0.46745562130177515
S5802,Air,75,94,169,0.4437869822485207,0.5562130177514792
S5803,Air,118,77,195,0.6051282051282051,0.39487179487179486
S5804,Plant,91,100,191,0.47643979057591623,0.5235602094240838
S5805,Water,111,122,233,0.47639484978540775,0.5236051502145923
S5806,Plant,104,104,208,0.5,0.5
S5807,Water,91,125,216,0.4212962962962963,0.5787037037037037
S5808,Soil,149,123,272,0.5477941176470589,0.4522058823529412
S5809,Air,125,98,223,0.5605381165919282,0.43946188340807174
S5810,Air,51,10,61,0.8360655737704918,0.16393442622950818
S5811,Soil,122,45,167,0.7305389221556886,0.2694610778443114
S5812,Air,63,124,187,0.33689839572192515,0.6631016042780749
S5813,Water,118,104,222,0.5315315315315315,0.46846846846846846
S5814,Plant,117,137,254,0.46062992125984253,0.5393700787401575
S5815,Plant,89,109,198,0.4494949494949495,0.5505050505050505
S5816,Soil,102,148,250,0.408,0.592
S5817,Air,138,80,218,0.6330275229357798,0.3669724770642202
S5818,Water,103,105,208,0.4951923076923077,0.5048076923076923
S5819,Air,115,61,176,0.6534090909090909,0.3465909090909091
S5820,Soil,148,141,289,0.5121107266435986,0.48788927335640137
S5821,Soil,73,146,219,0.3333333333333333,0.6666666666666666
S5822,Water,71,42,113,0.6283185840707964,0.37168141592920356
S5823,Water,126,82,208,0.6057692307692307,0.3942307692307692
S5824,Plant,70,95,165,0.42424242424242425,0.5757575757575758
S5825,Air,105,90,195,0.5384615384615384,0.46153846153846156
S5826,Water,117,63,180,0.65,0.35
S5827,Plant,123,105,228,0.5394736842105263,0.4605263157894737
S5828,Soil,119,66,185,0.6432432432432432,0.3567567567567568
S5829,Air,52,59,111,0.46846846846846846,0.5315315315315315
S5830,Plant,107,98,205,0.5219512195121951,0.47804878048780486
S5831,Soil,65,127,192,0.3385416666666667,0.6614583333333334
S5832,Water,58,132,190,0.30526315789473685,0.6947368421052632
S5833,Soil,126,113,239,0.5271966527196653,0.47280334728033474
S5834,Soil,118,67,185,0.6378378378378379,0.3621621621621622
S5835,Air,152,69,221,0.6877828054298643,0.31221719457013575
S5836,Plant,62,129,191,0.32460732984293195,0.675392670157068
S5837,Plant,89,128,217,0.41013824884792627,0.5898617511520737
S5838,Plant,99,55,154,0.6428571428571429,0.35714285714285715
S5839,Plant,49,126,175,0.28,0.72
S5840,Soil,34,117,151,0.2251655629139073,0.7748344370860927
S5841,Plant,75,100,175,0.42857142857142855,0.5714285714285714
S5842,Soil,136,109,245,0.5551020408163265,0.4448979591836735
S5843,Water,85,113,198,0.4292929292929293,0.5707070707070707
S5844,Plant,96,142,238,0.40336134453781514,0.5966386554621849
S5845,Air,87,86,173,0.5028901734104047,0.49710982658959535
S5846,Water,89,47,136,0.6544117647058824,0.34558823529411764
S5847,Soil,80,80,160,0.5,0.5
S5848,Air,83,79,162,0.5123456790123457,0.4876543209876543
S5849,Air,58,92,150,0.38666666666666666,0.6133333333333333
S5850,Soil,79,113,192,0.4114583333333333,0.5885416666666666
S5851,Soil,168,134,302,0.5562913907284768,0.44370860927152317
S5852,Soil,112,108,220,0.509090909090909,0.4909090909090909
S5853,Water,126,78,204,0.6176470588235294,0.38235294117647056
S5854,Water,94,96,190,0.49473684210526314,0.5052631578947369
S5855,Air,85,117,202,0.4207920792079208,0.5792079207920792
S5856,Plant,107,101,208,0.5144230769230769,0.4855769230769231
S5857,Plant,66,117,183,0.36065573770491804,0.639344262295082
S5858,Plant,164,84,248,0.6612903225806451,0.3387096774193548
S5859,Air,78,123,201,0.3880597014925373,0.6119402985074627
S5860,Air,129,75,204,0.6323529411764706,0.36764705882352944
S5861,Water,74,77,151,0.4900662251655629,0.5099337748344371
S5862,Plant,119,57,176,0.6761363636363636,0.32386363636363635
S5863,Air,109,73,182,0.5989010989010989,0.4010989010989011
S5864,Water,84,84,168,0.5,0.5
S5865,Plant,127,69,196,0.6479591836734694,0.3520408163265306
S5866,Air,80,115,195,0.41025641025641024,0.5897435897435898
S5867,Air,42,65,107,0.3925233644859813,0.6074766355140186
S5868,Water,121,126,247,0.4898785425101215,0.5101214574898786
S5869,Plant,95,145,240,0.3958333333333333,0.6041666666666666
S5870,Water,91,39,130,0.7,0.3
S5871,Soil,104,116,220,0.4727272727272727,0.5272727272727272
S5872,Air,88,92,180,0.4888888888888889,0.5111111111111111
S5873,Plant,80,88,168,0.47619047619047616,0.5238095238095238
S5874,Soil,84,118,202,0.4158415841584158,0.5841584158415841
S5875,Soil,99,79,178,0.5561797752808989,0.4438202247191011
S5876,Soil,35,66,101,0.3465346534653465,0.6534653465346535
S5877,Water,108,54,162,0.6666666666666666,0.3333333333333333
S5878,Air,120,101,221,0.5429864253393665,0.45701357466063347
S5879,Plant,83,53,136,0.6102941176470589,0.3897058823529412
S5880,Water,127,121,248,0.5120967741935484,0.4879032258064516
S5881,Plant,120,79,199,0.6030150753768844,0.3969849246231156
S5882,Air,76,134,210,0.3619047619047619,0.638095238095238
S5883,Air,154,68,222,0.6936936936936937,0.3063063063063063
S5884,Water,83,57,140,0.5928571428571429,0.40714285714285714
